Customer ID%Item Purchased%Category%Purchase Amount (USD)%Size%Color%Season%Review Rating%Payment Method%Shipping Type%Discount Applied%Promo Code Used
2055%Pants%Clothing%36%XL%Silver%Winter%4%Credit Card%Store Pickup%No%No
1366%Gloves%Accessories%99999%M%Magenta%Spring%99999%Venmo%Next Day Air%Yes%Yes
8805%Backpack%Accessories%40%L%Brown%Spring%4,8%Credit Card%2-Day Shipping%Yes%Yes
9954%Jacket%Outerwear%98%L%Turquoise%Spring%3%Cash%Free Shipping%No%No
2177%Shirt%Clothing%24%M%Silver%Spring%4,2%PayPal%2-Day Shipping%Yes%Yes
3000%Jacket%Outerwear%41%L%Pink%Fall%3,4%Cash%Next Day Air%Yes%Yes
3975%Sweater%Clothing%24%L%Cyan%Summer%3,9%Credit Card%Store Pickup%Yes%Yes
5560%Boots%Footwear%89%L%Red%Winter%4%Debit Card%Next Day Air%Yes%Yes
7217%Shoes%Footwear%42%M%Charcoal%Spring%2,6%Venmo%Store Pickup%Yes%Yes
7057%Sandals%Footwear%20%XL%Beige%Summer%4,5%Credit Card%2-Day Shipping%No%No
6438%Backpack%Accessories%68%M%Olive%Winter%3,5%Credit Card%2-Day Shipping%No%No
9018%Sandals%Footwear%32%L%Yellow%Summer%4,6%Bank Transfer%Express%Yes%Yes
5582%Jeans%Clothing%68%L%Indigo%Winter%4,5%Bank Transfer%Express%Yes%Yes
4498%Jewelry%Accessories%67%XL%Teal%Fall%3,4%PayPal%Next Day Air%No%No
7385%T-shirt%Clothing%75%S%Red%Spring%4%Credit Card%Store Pickup%Yes%Yes
6828%Shorts%Clothing%99999%M%Teal%Spring%99999%Credit Card%Express%No%No
9575%Sweater%Clothing%97%M%Orange%Winter%3,7%Debit Card%Standard%Yes%Yes
2281%Belt%Accessories%99999%L%Gray%Spring%99999%Venmo%Store Pickup%Yes%Yes
6697%Jeans%Clothing%52%XL%Orange%Fall%4,6%Debit Card%Free Shipping%Yes%Yes
9828%Handbag%Accessories%75%M%Orange%Summer%2,6%Debit Card%Free Shipping%Yes%Yes
5251%Gloves%Accessories%84%XL%Olive%Spring%4,6%Credit Card%Standard%No%No
2660%Skirt%Clothing%59%XL%Gray%Winter%4,7%PayPal%2-Day Shipping%Yes%Yes
4858%Dress%Clothing%79%L%Brown%Winter%4,7%Venmo%Store Pickup%Yes%Yes
7153%Shoes%Footwear%86%S%Blue%Spring%3,4%PayPal%Free Shipping%Yes%Yes
5989%Blouse%Clothing%57%XL%Turquoise%Winter%4,9%Credit Card%Free Shipping%No%No
9146%Pants%Clothing%32%M%Maroon%Winter%2,8%Bank Transfer%Free Shipping%No%No
9690%Sweater%Clothing%99999%M%Peach%Fall%99999%Credit Card%Express%Yes%Yes
8831%Gloves%Accessories%50%XL%Violet%Fall%3,4%Credit Card%Free Shipping%Yes%Yes
5147%Sweater%Clothing%85%L%Orange%Fall%5%Cash%Express%No%No
3878%Coat%Outerwear%70%S%Pink%Fall%4,1%Debit Card%Next Day Air%No%No
6774%Shorts%Clothing%22%L%Turquoise%Summer%3,3%Venmo%Next Day Air%Yes%Yes
9737%Sweater%Clothing%41%L%Turquoise%Spring%3,4%Debit Card%Next Day Air%No%No
2730%Belt%Accessories%29%M%Magenta%Fall%4,2%Credit Card%Express%%Yes
8253%Coat%Outerwear%63%L%Silver%Fall%2,8%PayPal%Standard%No%
1191%%Footwear%96%L%Maroon%Summer%2,6%PayPal%Express%Yes%Yes
2478%Handbag%Accessories%99999%M%Charcoal%Summer%99999%PayPal%Express%Yes%Yes
1240%Shorts%Clothing%33%M%Teal%Spring%3,8%Credit Card%2-Day Shipping%Yes%Yes
1920%T-shirt%Clothing%85%L%Maroon%Summer%4%Cash%Next Day Air%No%No
2536%Shorts%Clothing%25%M%Teal%Fall%2,8%Venmo%Standard%Yes%Yes
3733%Shoes%Footwear%35%L%Brown%Winter%3,5%Venmo%Express%Yes%Yes
3368%Gloves%Accessories%41%L%Pink%Spring%2,9%Cash%Store Pickup%Yes%Yes
2335%Jacket%Outerwear%58%L%Violet%Fall%3,1%PayPal%Free Shipping%Yes%Yes
8570%Pants%Clothing%25%S%Turquoise%Summer%3,4%Debit Card%Free Shipping%Yes%Yes
3885%Handbag%Accessories%52%XL%Black%Spring%3,7%Cash%Express%Yes%Yes
7618%Skirt%Clothing%98%S%Cyan%Spring%3,6%Debit Card%Free Shipping%No%No
6481%Sandals%Footwear%45%M%Red%Winter%2,5%Debit Card%Free Shipping%Yes%Yes
3588%Jewelry%Accessories%25%XL%Gray%Spring%2,9%Debit Card%Free Shipping%No%No
9911%Blouse%Clothing%95%S%Silver%Spring%3,1%Venmo%Store Pickup%Yes%Yes
7939%Blouse%Clothing%47%M%Cyan%Winter%4,7%Venmo%Standard%No%No
3953%Pants%Clothing%99999%M%Peach%Summer%99999%Cash%Store Pickup%Yes%Yes
3783%Belt%Accessories%57%L%Yellow%Spring%3,2%Cash%Standard%No%No
8610%Sunglasses%Accessories%85%M%White%Fall%3,1%Credit Card%Express%No%No
6342%Jewelry%Accessories%27%XL%Olive%Winter%4,7%Credit Card%Store Pickup%Yes%Yes
6845%Sandals%Footwear%28%S%Silver%Spring%4,6%Cash%Next Day Air%Yes%Yes
2542%Shirt%Clothing%97%XL%Teal%Summer%4,9%Venmo%Free Shipping%Yes%Yes
2819%Sweater%Clothing%80%XL%Violet%Winter%3,8%Cash%Store Pickup%No%No
2938%Hoodie%Clothing%80%XL%Peach%Spring%2,9%PayPal%2-Day Shipping%No%No
7249%Dress%Clothing%40%XL%Cyan%Spring%2,8%Credit Card%Store Pickup%Yes%Yes
1084%Dress%Clothing%68%M%Peach%Fall%4,1%Credit Card%Store Pickup%No%No
8974%Hat%Accessories%43%L%Orange%Winter%4%PayPal%Free Shipping%Yes%Yes
7135%Coat%Outerwear%23%M%Yellow%Winter%2,9%Cash%Express%No%No
3724%Scarf%Accessories%35%L%Yellow%Winter%3,2%Bank Transfer%Next Day Air%No%No
1941%Boots%Footwear%51%XL%Blue%Fall%4%PayPal%Store Pickup%No%No
8847%Dress%Clothing%99999%XL%Charcoal%Spring%99999%Credit Card%Next Day Air%Yes%Yes
2086%Socks%Clothing%57%L%Blue%Winter%3%Debit Card%Standard%No%No
9220%Sneakers%Footwear%97%S%Red%Fall%4,2%Debit Card%2-Day Shipping%No%No
8709%Boots%Footwear%79%M%Cyan%Spring%3,1%Venmo%Store Pickup%Yes%Yes
6092%Hoodie%Clothing%83%S%Brown%Winter%2,5%Cash%Next Day Air%Yes%Yes
2669%Boots%Footwear%55%L%Black%Spring%5%Debit Card%Store Pickup%Yes%Yes
9754%Hat%Accessories%67%L%Charcoal%Spring%4,5%Credit Card%Next Day Air%Yes%Yes
5626%Gloves%Accessories%74%S%Lavender%Spring%2,8%Venmo%Express%Yes%Yes
2140%Coat%Outerwear%51%L%Lavender%Fall%2,6%Cash%Standard%Yes%Yes
5691%Sneakers%Footwear%99999%S%Silver%Fall%99999%PayPal%Express%No%No
6509%Shorts%Clothing%76%M%Maroon%Fall%4,2%Cash%Express%Yes%Yes
9552%Shirt%Clothing%46%L%Turquoise%Spring%3,6%Venmo%Express%Yes%Yes
9801%Sneakers%Footwear%61%L%Gold%Winter%3%Venmo%Standard%Yes%Yes
5769%Belt%Accessories%94%S%Beige%Fall%4,1%Debit Card%2-Day Shipping%No%No
7151%Blouse%Clothing%94%S%Brown%Summer%4%Bank Transfer%Standard%No%No
8865%Sweater%Clothing%76%XL%Maroon%Summer%2,6%Debit Card%2-Day Shipping%Yes%Yes
2610%Pants%Clothing%21%XL%Beige%Fall%3,1%Cash%2-Day Shipping%No%No
2050%Handbag%Accessories%39%XL%Yellow%Summer%4,8%Credit Card%Express%Yes%Yes
7555%Hoodie%Clothing%99999%L%Black%Fall%99999%Credit Card%Express%No%No
2399%Sandals%Footwear%91%L%Maroon%Summer%%Bank Transfer%Standard%Yes%Yes
3391%Dress%Clothing%83%M%Red%Winter%4,6%Credit Card%Free Shipping%Yes%Yes
5533%Skirt%Clothing%36%M%Gray%Fall%2,6%Credit Card%Standard%No%No
1530%Shirt%Clothing%84%M%Olive%Winter%4,9%Bank Transfer%Free Shipping%Yes%Yes
3084%Hoodie%Clothing%60%S%Gold%Spring%4,3%Bank Transfer%Store Pickup%Yes%Yes
5901%T-shirt%%76%M%Olive%Fall%3,2%Cash%Store Pickup%No%No
6245%Socks%Clothing%25%M%Indigo%Spring%3,4%Bank Transfer%Standard%No%No
4010%Skirt%Clothing%30%S%Black%Fall%4%Debit Card%Standard%Yes%Yes
5874%Gloves%Accessories%51%S%Purple%Spring%4,3%Credit Card%2-Day Shipping%Yes%Yes
7203%Shirt%Clothing%93%S%Brown%Fall%4,1%Credit Card%Standard%Yes%Yes
8257%Shorts%Clothing%91%L%Black%Winter%4%Debit Card%2-Day Shipping%Yes%Yes
9924%Hat%Accessories%%XL%Maroon%Winter%2,6%Debit Card%Store Pickup%Yes%Yes
8601%Gloves%Accessories%90%L%Violet%Winter%3,9%PayPal%Store Pickup%Yes%Yes
7699%Jeans%Clothing%24%L%Violet%Summer%3,1%Debit Card%Next Day Air%No%No
2994%Jewelry%Accessories%20%S%Yellow%Winter%3,7%Cash%Store Pickup%Yes%Yes
6100%Blouse%Clothing%53%L%Gray%Winter%3,1%Credit Card%Express%Yes%Yes
7377%Pants%Clothing%97%L%Magenta%Fall%3,5%PayPal%Next Day Air%No%No
5320%Scarf%Accessories%97%M%Pink%Summer%2,6%Credit Card%Next Day Air%No%No
5602%Shirt%Clothing%71%M%White%Winter%3,4%Bank Transfer%Store Pickup%Yes%Yes
7208%Skirt%Clothing%74%%Orange%Fall%4,8%Cash%Store Pickup%No%No
4082%Handbag%Accessories%30%M%Indigo%Summer%2,8%Cash%Store Pickup%Yes%Yes
2522%Scarf%Accessories%83%L%Lavender%Fall%2,6%Credit Card%Standard%No%No
3905%Blouse%Clothing%33%L%Yellow%Fall%3,1%PayPal%2-Day Shipping%No%No
8699%Sweater%Clothing%37%L%Brown%Summer%4%Credit Card%Express%Yes%Yes
9137%Handbag%Accessories%44%L%Brown%Summer%3,1%Bank Transfer%Store Pickup%No%No
8870%Blouse%Clothing%70%L%Orange%Spring%4,4%Debit Card%Next Day Air%No%No
8743%Sneakers%Footwear%64%M%Charcoal%Fall%3,4%Cash%Free Shipping%Yes%Yes
9699%Boots%Footwear%99999%M%Orange%Summer%99999%Venmo%Free Shipping%No%No
2900%Belt%Accessories%81%M%Beige%Spring%4,1%Credit Card%Store Pickup%Yes%Yes
4297%Socks%Clothing%50%M%Yellow%Summer%2,9%Cash%Store Pickup%Yes%Yes
4982%Dress%Clothing%44%S%Teal%Winter%3,4%PayPal%Free Shipping%Yes%Yes
9884%Hoodie%Clothing%51%M%Silver%Summer%3,8%Venmo%Next Day Air%No%No
1076%Jeans%Clothing%96%XL%Beige%Spring%3,3%Venmo%Free Shipping%No%No
5880%Jewelry%Accessories%42%L%Cyan%Spring%3,3%Cash%Store Pickup%Yes%Yes
4193%Handbag%Accessories%69%M%Magenta%Winter%4,5%PayPal%Store Pickup%Yes%Yes
4018%Hat%Accessories%58%S%Peach%Fall%4%Bank Transfer%2-Day Shipping%Yes%Yes
3236%Blouse%Clothing%42%L%Brown%Spring%2,6%Credit Card%2-Day Shipping%Yes%Yes
4139%Pants%Clothing%97%M%Silver%Fall%3,9%Bank Transfer%Express%No%No
7327%Belt%Accessories%100%S%Silver%Fall%3%PayPal%Standard%Yes%Yes
7645%Shorts%Clothing%75%%Green%Spring%4,2%PayPal%2-Day Shipping%Yes%Yes
9781%T-shirt%Clothing%53%S%Red%Fall%2,6%Debit Card%Express%Yes%Yes
1588%Sandals%Footwear%63%M%Brown%Spring%4,4%Cash%Free Shipping%No%No
2060%Socks%Clothing%90%M%Red%Spring%4,7%Bank Transfer%Standard%No%No
6673%Jacket%Outerwear%99%M%Gray%Winter%4,6%Credit Card%Express%Yes%Yes
5343%Sandals%Footwear%40%M%Orange%Spring%4,9%Cash%Express%Yes%Yes
3919%Shorts%Clothing%68%S%Yellow%Spring%3,8%Debit Card%Express%No%No
5690%Shirt%Clothing%79%M%Lavender%Spring%%Bank Transfer%Next Day Air%Yes%Yes
9915%Jacket%Outerwear%22%M%Green%Fall%2,9%Cash%Store Pickup%Yes%Yes
3419%Shirt%Clothing%59%XL%Purple%Winter%3,8%PayPal%2-Day Shipping%Yes%Yes
1110%Shirt%Clothing%85%M%Gray%Fall%3,2%Debit Card%Free Shipping%Yes%Yes
8590%Boots%Footwear%50%M%Peach%Winter%4,5%PayPal%Express%Yes%Yes
1724%Handbag%Accessories%51%S%Yellow%%2,6%Bank Transfer%Standard%Yes%Yes
8713%Sandals%Footwear%28%M%Beige%Fall%2,7%Debit Card%Store Pickup%No%No
5546%Socks%Clothing%39%M%Violet%Spring%3,8%Cash%2-Day Shipping%Yes%Yes
9804%Scarf%Accessories%36%M%Silver%Winter%3,4%Venmo%Next Day Air%Yes%Yes
5336%Skirt%Clothing%33%M%Pink%Fall%4,4%PayPal%Express%Yes%Yes
6933%Handbag%Accessories%87%S%Peach%Winter%4,8%PayPal%Next Day Air%No%No
9553%Dress%Clothing%51%M%Violet%Spring%4,7%Debit Card%Express%Yes%Yes
7621%Sweater%Clothing%23%M%Beige%Winter%4,8%Credit Card%Next Day Air%No%No
7394%Scarf%Accessories%58%M%Violet%Spring%4,2%Bank Transfer%Store Pickup%Yes%Yes
2341%Shirt%Clothing%85%S%Brown%Summer%4,3%PayPal%Express%Yes%Yes
2630%Coat%Outerwear%59%M%Purple%Spring%3,7%Venmo%Express%%No
3303%%Clothing%99999%L%Silver%Summer%99999%Bank Transfer%Store Pickup%No%No
5547%Belt%Accessories%94%M%Indigo%Spring%2,9%Debit Card%Next Day Air%No%No
6610%Boots%Footwear%66%M%Green%Winter%4,8%Venmo%Free Shipping%Yes%Yes
3219%Jewelry%Accessories%51%L%Gray%Summer%2,6%Cash%Store Pickup%Yes%Yes
9913%Sneakers%Footwear%92%XL%Pink%Winter%4,1%Debit Card%Express%No%No
4999%Sunglasses%Accessories%99999%M%Purple%Fall%99999%Bank Transfer%Free Shipping%No%No
6720%Belt%Accessories%55%M%Turquoise%Spring%5%Credit Card%2-Day Shipping%Yes%Yes
6276%Jeans%Clothing%30%L%Teal%Summer%4,4%Credit Card%Next Day Air%Yes%Yes
6794%Boots%Footwear%66%S%Charcoal%Spring%4,1%Debit Card%Next Day Air%Yes%Yes
4418%Scarf%Accessories%95%XL%Black%Fall%4%Debit Card%Standard%Yes%Yes
6646%Sneakers%Footwear%72%S%Blue%Spring%3,1%Venmo%Express%No%No
8766%Shorts%Clothing%26%M%Lavender%Fall%4%Venmo%Standard%Yes%Yes
8581%Jacket%Outerwear%100%S%Yellow%Fall%4,8%Debit Card%Store Pickup%No%No
1743%Jacket%Outerwear%76%M%Charcoal%Fall%4,7%Bank Transfer%Next Day Air%No%No
3331%Sunglasses%Accessories%27%M%Black%Summer%3,2%Venmo%Store Pickup%Yes%Yes
4478%Sweater%Clothing%20%M%Orange%Spring%4,9%Debit Card%Express%Yes%Yes
4048%Sunglasses%Accessories%97%S%Black%Fall%%Cash%Standard%No%No
3310%Socks%Clothing%69%M%Red%Winter%4,5%Bank Transfer%Standard%%Yes
4781%Belt%Accessories%20%M%Black%Spring%4,6%Credit Card%Express%Yes%Yes
2149%Hoodie%Clothing%57%M%Magenta%Summer%3,6%Venmo%Store Pickup%No%No
3096%Shoes%Footwear%51%S%Green%Fall%4,1%Credit Card%Free Shipping%Yes%Yes
6193%Gloves%Accessories%66%M%Turquoise%Summer%5%PayPal%Free Shipping%No%No
2448%Socks%Clothing%29%M%Silver%Summer%3,5%Debit Card%Standard%No%No
%Blouse%Clothing%32%L%Silver%Summer%3,1%Venmo%Next Day Air%Yes%Yes
5237%Sunglasses%Accessories%71%S%Beige%Spring%4,8%Bank Transfer%2-Day Shipping%No%No
2767%Jacket%Outerwear%49%S%White%Summer%3,6%Debit Card%Express%Yes%Yes
6519%Shorts%Clothing%72%M%Olive%Winter%4,2%Cash%Standard%Yes%Yes
5315%Boots%Footwear%45%M%Cyan%Spring%2,9%Debit Card%Next Day Air%Yes%Yes
6138%T-shirt%Clothing%99999%L%Green%Summer%99999%Debit Card%Express%No%No
2625%Boots%Footwear%88%M%Lavender%Summer%3,9%Cash%Next Day Air%Yes%Yes
5738%Scarf%Accessories%86%L%Red%Summer%4,8%PayPal%Next Day Air%No%No
9283%Hat%Accessories%75%L%Yellow%Fall%4,7%Cash%Express%Yes%Yes
8001%Sandals%Footwear%83%S%Black%Summer%%Cash%Next Day Air%No%No
3778%Dress%Clothing%31%M%Violet%Fall%3,4%Bank Transfer%Standard%Yes%Yes
7126%Pants%Clothing%81%M%Pink%Fall%2,6%Credit Card%Free Shipping%No%No
3943%Shoes%Footwear%83%M%Cyan%Summer%3,3%Credit Card%Free Shipping%Yes%Yes
9560%Shorts%Clothing%24%M%Magenta%Summer%2,7%Debit Card%Express%Yes%Yes
8185%Socks%Clothing%45%M%Pink%Fall%3%Debit Card%Express%No%No
4384%Boots%Footwear%85%S%Olive%Fall%3,4%Cash%Free Shipping%Yes%Yes
5266%Hat%Accessories%28%M%Violet%Spring%3,5%Debit Card%Express%Yes%Yes
1557%Shoes%Footwear%97%%Violet%Summer%3%Bank Transfer%Standard%Yes%Yes
9466%Coat%Outerwear%48%L%Green%Summer%3,4%Debit Card%2-Day Shipping%No%No
7399%Pants%Clothing%69%M%Gray%Summer%2,6%Bank Transfer%Express%Yes%Yes
1444%Gloves%Accessories%46%M%Yellow%Spring%4,2%Debit Card%Express%Yes%Yes
6548%Shoes%Footwear%98%L%Turquoise%Spring%4,7%Bank Transfer%Standard%No%No
7808%Backpack%Accessories%74%M%Magenta%Fall%4,7%PayPal%2-Day Shipping%No%No
4810%Jacket%Outerwear%26%L%Olive%Fall%3,1%PayPal%Free Shipping%Yes%Yes
7929%Coat%Outerwear%35%S%Green%Winter%4,4%Cash%Store Pickup%Yes%Yes
8342%Sweater%Clothing%90%M%White%Fall%4,9%Venmo%Express%No%No
3972%Pants%Clothing%70%M%Charcoal%Winter%4,3%Debit Card%Free Shipping%Yes%Yes
9989%Jewelry%Accessories%66%S%Pink%Spring%4,1%Debit Card%Store Pickup%Yes%Yes
9814%Pants%Clothing%36%M%Purple%Summer%4,7%Venmo%Express%Yes%Yes
1224%Skirt%Clothing%99%M%Cyan%Spring%2,6%Cash%Standard%Yes%Yes
1059%Shoes%Footwear%50%M%Indigo%Spring%4,6%Bank Transfer%Free Shipping%Yes%Yes
2887%Jewelry%Accessories%29%M%Blue%Fall%4,6%Debit Card%Free Shipping%No%No
4264%Gloves%Accessories%88%M%Gold%Fall%2,9%Cash%Express%No%No
4187%Scarf%Accessories%58%M%Beige%Spring%3,3%Bank Transfer%Express%Yes%Yes
7808%Backpack%Accessories%74%M%Magenta%Fall%4,7%PayPal%2-Day Shipping%No%No
6621%Sunglasses%Accessories%66%M%Brown%Fall%%Bank Transfer%Next Day Air%No%No
2270%Scarf%Accessories%99999%L%Peach%Spring%99999%Debit Card%Next Day Air%No%No
8223%Belt%Accessories%30%XL%Brown%Spring%%Cash%Standard%Yes%Yes
2359%Scarf%Accessories%62%L%Green%Fall%2,9%Debit Card%Free Shipping%No%No
8490%Shoes%Footwear%37%XL%White%Summer%4,5%PayPal%Store Pickup%Yes%Yes
3502%Socks%Clothing%90%L%Gray%Fall%4,9%Venmo%Free Shipping%No%No
7764%Dress%Clothing%93%M%Black%Spring%3,9%Bank Transfer%Express%Yes%Yes
4921%Dress%Clothing%45%M%Gray%Summer%4,7%Venmo%Free Shipping%No%No
6843%Jacket%Outerwear%51%M%Pink%Winter%4,3%Debit Card%2-Day Shipping%%No
2654%Sandals%Footwear%39%L%Gray%Summer%4,1%Venmo%Free Shipping%Yes%Yes
9590%Jewelry%Accessories%24%M%Maroon%Spring%3,9%PayPal%Standard%Yes%Yes
2428%Sneakers%Footwear%40%M%Blue%Spring%2,9%%Free Shipping%No%No
5744%Shorts%Clothing%62%M%Olive%Spring%%Credit Card%Free Shipping%No%No
4668%Dress%Clothing%95%S%Gold%Fall%5%Cash%2-Day Shipping%No%No
2668%Sneakers%Footwear%52%L%Silver%Fall%2,9%Credit Card%Free Shipping%No%No
9872%Sweater%Clothing%67%L%Teal%Spring%4%Bank Transfer%Free Shipping%No%No
2079%T-shirt%Clothing%33%M%Blue%Summer%2,8%Debit Card%%Yes%Yes
8543%Pants%Clothing%80%L%Black%Spring%3,8%Debit Card%Standard%Yes%Yes
8650%Sunglasses%Accessories%99999%M%Orange%Fall%99999%Venmo%2-Day Shipping%Yes%Yes
9512%Socks%Clothing%26%M%Lavender%Summer%3,7%PayPal%Next Day Air%No%No
5814%Hat%Accessories%20%S%Blue%Summer%4,6%Credit Card%Store Pickup%Yes%Yes
5954%Jeans%Clothing%55%L%Olive%Summer%3,6%Cash%Express%No%No
1585%Belt%Accessories%35%L%Maroon%Spring%3,9%PayPal%2-Day Shipping%No%No
9360%Sweater%Clothing%20%M%Cyan%Winter%3,4%Cash%2-Day Shipping%Yes%Yes
9103%T-shirt%Clothing%98%M%Purple%Winter%5%Credit Card%Standard%Yes%Yes
9031%Belt%Accessories%88%M%Maroon%Winter%3,2%PayPal%2-Day Shipping%Yes%Yes
3655%Jewelry%Accessories%57%M%Indigo%Spring%3,5%Debit Card%Store Pickup%No%No
8362%Scarf%Accessories%44%S%Magenta%Summer%3,1%Credit Card%2-Day Shipping%Yes%Yes
9867%Pants%Clothing%99999%S%Indigo%Fall%99999%Bank Transfer%Next Day Air%No%No
2291%Shirt%Clothing%87%L%Lavender%Fall%3,5%Venmo%Next Day Air%No%No
5659%Sandals%Footwear%99999%M%Turquoise%Summer%99999%Cash%Next Day Air%Yes%Yes
